experiment_id,candidate_version,macro_regime_label,month,cp,n_assignment_rows,n_unique_days,date_window_start,date_window_end,remaining_warming_p10,remaining_warming_p25,remaining_warming_p50,remaining_warming_p75,remaining_warming_p90,remaining_warming_mean,remaining_warming_std,tmax_int_p50,tmax_hour_p10,tmax_hour_p50,tmax_hour_p90,tmax_hour_before_13_share,tmax_hour_13_17_share,tmax_hour_after_17_share,underpowered_n_lt_min_cell,causal_role,diagnostic_note,production_status
CEXP-CALM-RADIATIVE-001,v2.3-target-diagnostic,macro_southerly_flow,7,23:00,97,97,2014-07-04,2025-07-31,0.0,0.0,1.0,1.0,2.0,0.7731958762886598,0.743095365111023,11.0,0.0,11.0,15.0,0.6701030927835051,0.25773195876288657,0.07216494845360824,false,FULL_DAY_TARGET_AUDIT_ONLY,Full-day target distribution for regime-design diagnosis; not a CP feature.,EXPERIMENT_ONLY
CEXP-CALM-RADIATIVE-001,v2.3-target-diagnostic,macro_southerly_flow,8,20:00,83,83,2014-08-04,2025-08-22,0.0,0.0,1.0,2.0,3.0,1.180722891566265,1.1385118476118343,11.0,0.0,12.0,14.0,0.6746987951807228,0.27710843373493976,0.04819277108433735,false,FULL_DAY_TARGET_AUDIT_ONLY,Full-day target distribution for regime-design diagnosis; not a CP feature.,EXPERIMENT_ONLY
CEXP-CALM-RADIATIVE-001,v2.3-target-diagnostic,macro_southerly_flow,8,21:00,78,78,2014-08-04,2025-08-22,0.0,0.0,1.0,2.0,2.0,1.0128205128205128,0.9044419926204875,11.0,0.0,12.0,14.0,0.7051282051282052,0.2564102564102564,0.038461538461538464,false,FULL_DAY_TARGET_AUDIT_ONLY,Full-day target distribution for regime-design diagnosis; not a CP feature.,EXPERIMENT_ONLY
CEXP-CALM-RADIATIVE-001,v2.3-target-diagnostic,macro_southerly_flow,8,22:00,78,78,2014-08-04,2025-08-22,0.0,0.0,1.0,1.0,2.0,0.8333333333333334,0.8591246929842246,11.0,0.0,12.0,14.0,0.7051282051282052,0.2564102564102564,0.038461538461538464,false,FULL_DAY_TARGET_AUDIT_ONLY,Full-day target distribution for regime-design diagnosis; not a CP feature.,EXPERIMENT_ONLY
CEXP-CALM-RADIATIVE-001,v2.3-target-diagnostic,macro_southerly_flow,8,23:00,77,77,2014-08-04,2025-08-22,0.0,0.0,1.0,1.0,1.0,0.6883116883116883,0.7301719382904611,11.0,0.0,12.0,14.0,0.7012987012987013,0.2597402597402597,0.03896103896103896,false,FULL_DAY_TARGET_AUDIT_ONLY,Full-day target distribution for regime-design diagnosis; not a CP feature.,EXPERIMENT_ONLY
CEXP-CALM-RADIATIVE-001,v2.3-target-diagnostic,macro_southerly_flow,9,20:00,87,87,2014-09-02,2025-09-19,0.0,0.0,1.0,2.0,3.0,1.4827586206896552,1.461618002504275,12.0,0.0,12.0,15.0,0.5862068965517241,0.40229885057471265,0.011494252873563218,false,FULL_DAY_TARGET_AUDIT_ONLY,Full-day target distribution for regime-design diagnosis; not a CP feature.,EXPERIMENT_ONLY
CEXP-CALM-RADIATIVE-001,v2.3-target-diagnostic,macro_southerly_flow,9,21:00,88,88,2014-09-02,2025-09-19,0.0,0.0,1.0,2.0,3.0,1.375,1.3502873257455117,12.0,0.0,12.0,15.0,0.5795454545454546,0.3977272727272727,0.022727272727272728,false,FULL_DAY_TARGET_AUDIT_ONLY,Full-day target distribution for regime-design diagnosis; not a CP feature.,EXPERIMENT_ONLY
CEXP-CALM-RADIATIVE-001,v2.3-target-diagnostic,macro_southerly_flow,9,22:00,89,89,2014-09-02,2025-09-19,0.0,0.0,1.0,2.0,3.0,1.247191011235955,1.2180545113604548,12.0,0.0,12.0,15.0,0.5730337078651685,0.4044943820224719,0.02247191011235955,false,FULL_DAY_TARGET_AUDIT_ONLY,Full-day target distribution for regime-design diagnosis; not a CP feature.,EXPERIMENT_ONLY
CEXP-CALM-RADIATIVE-001,v2.3-target-diagnostic,macro_southerly_flow,9,23:00,87,87,2014-09-02,2025-09-19,0.0,0.0,1.0,2.0,2.0,1.0,0.9883036912035246,12.0,0.0,12.0,15.0,0.5632183908045977,0.41379310344827586,0.022988505747126436,false,FULL_DAY_TARGET_AUDIT_ONLY,Full-day target distribution for regime-design diagnosis; not a CP feature.,EXPERIMENT_ONLY
CEXP-CALM-RADIATIVE-001,v2.3-target-diagnostic,macro_southerly_flow,10,20:00,82,82,2013-10-09,2025-10-28,0.0,0.0,2.0,3.0,4.0,1.9146341463414633,1.7227685120120249,14.0,0.0,12.0,15.0,0.5609756097560976,0.43902439024390244,0.0,false,FULL_DAY_TARGET_AUDIT_ONLY,Full-day target distribution for regime-design diagnosis; not a CP feature.,EXPERIMENT_ONLY
CEXP-CALM-RADIATIVE-001,v2.3-target-diagnostic,macro_southerly_flow,10,21:00,82,82,2013-10-09,2025-10-28,0.0,0.0,1.0,3.0,4.0,1.6097560975609757,1.4969606867923642,14.0,0.0,12.0,15.0,0.573170731707317,0.4268292682926829,0.0,false,FULL_DAY_TARGET_AUDIT_ONLY,Full-day target distribution for regime-design diagnosis; not a CP feature.,EXPERIMENT_ONLY
CEXP-CALM-RADIATIVE-001,v2.3-target-diagnostic,macro_southerly_flow,10,22:00,80,80,2013-10-09,2025-10-28,0.0,0.0,1.0,2.0,3.0,1.275,1.1904153088712093,14.0,0.0,12.0,16.0,0.55,0.45,0.0,false,FULL_DAY_TARGET_AUDIT_ONLY,Full-day target distribution for regime-design diagnosis; not a CP feature.,EXPERIMENT_ONLY
CEXP-CALM-RADIATIVE-001,v2.3-target-diagnostic,macro_southerly_flow,10,23:00,79,79,2013-10-09,2025-10-28,0.0,0.0,1.0,2.0,2.0,0.9493670886075949,1.036497234614976,14.0,0.0,12.0,16.0,0.5443037974683544,0.45569620253164556,0.0,false,FULL_DAY_TARGET_AUDIT_ONLY,Full-day target distribution for regime-design diagnosis; not a CP feature.,EXPERIMENT_ONLY
CEXP-CALM-RADIATIVE-001,v2.3-target-diagnostic,macro_southerly_flow,11,20:00,104,104,2013-11-01,2025-11-24,0.0,1.0,2.0,3.0,4.0,2.25,1.7446172418007193,16.0,0.0,13.0,17.0,0.5,0.4423076923076923,0.057692307692307696,false,FULL_DAY_TARGET_AUDIT_ONLY,Full-day target distribution for regime-design diagnosis; not a CP feature.,EXPERIMENT_ONLY
CEXP-CALM-RADIATIVE-001,v2.3-target-diagnostic,macro_southerly_flow,11,21:00,101,101,2013-11-01,2025-11-24,0.0,1.0,2.0,3.0,4.0,1.8514851485148516,1.5387406449032364,16.0,0.0,12.0,16.0,0.504950495049505,0.43564356435643564,0.0594059405940594,false,FULL_DAY_TARGET_AUDIT_ONLY,Full-day target distribution for regime-design diagnosis; not a CP feature.,EXPERIMENT_ONLY
CEXP-CALM-RADIATIVE-001,v2.3-target-diagnostic,macro_southerly_flow,11,22:00,104,104,2013-11-01,2025-11-24,0.0,0.0,2.0,2.0,3.0,1.6153846153846154,1.388634114878262,16.0,0.0,13.0,17.0,0.4807692307692308,0.4423076923076923,0.07692307692307693,false,FULL_DAY_TARGET_AUDIT_ONLY,Full-day target distribution for regime-design diagnosis; not a CP feature.,EXPERIMENT_ONLY
CEXP-CALM-RADIATIVE-001,v2.3-target-diagnostic,macro_southerly_flow,11,23:00,108,108,2013-11-01,2025-11-24,0.0,0.0,1.0,2.0,3.0,1.25,1.2834314401954796,16.0,0.0,13.0,17.0,0.48148148148148145,0.4444444444444444,0.07407407407407407,false,FULL_DAY_TARGET_AUDIT_ONLY,Full-day target distribution for regime-design diagnosis; not a CP feature.,EXPERIMENT_ONLY
CEXP-CALM-RADIATIVE-001,v2.3-target-diagnostic,macro_southerly_flow,12,20:00,97,97,2013-12-19,2025-12-31,0.0,1.0,2.0,4.0,4.0,2.3195876288659796,1.7943568471308489,18.0,0.0,13.0,18.0,0.3402061855670103,0.5463917525773195,0.1134020618556701,false,FULL_DAY_TARGET_AUDIT_ONLY,Full-day target distribution for regime-design diagnosis; not a CP feature.,EXPERIMENT_ONLY
CEXP-CALM-RADIATIVE-001,v2.3-target-diagnostic,macro_southerly_flow,12,21:00,93,93,2013-12-19,2025-12-31,0.0,1.0,2.0,3.0,4.0,1.956989247311828,1.6145666971198,18.0,0.0,13.0,17.0,0.3763440860215054,0.5268817204301075,0.0967741935483871,false,FULL_DAY_TARGET_AUDIT_ONLY,Full-day target distribution for regime-design diagnosis; not a CP feature.,EXPERIMENT_ONLY
CEXP-CALM-RADIATIVE-001,v2.3-target-diagnostic,macro_southerly_flow,12,22:00,89,89,2013-12-19,2025-12-31,0.0,1.0,2.0,2.0,3.0,1.6404494382022472,1.4161984244900465,17.0,0.0,13.0,18.0,0.3595505617977528,0.5280898876404494,0.11235955056179775,false,FULL_DAY_TARGET_AUDIT_ONLY,Full-day target distribution for regime-design diagnosis; not a CP feature.,EXPERIMENT_ONLY
CEXP-CALM-RADIATIVE-001,v2.3-target-diagnostic,macro_southerly_flow,12,23:00,84,84,2013-12-19,2025-12-31,0.0,0.0,1.0,2.0,3.0,1.3333333333333333,1.3562291213946396,17.0,0.0,14.0,18.0,0.36904761904761907,0.5238095238095238,0.10714285714285714,false,FULL_DAY_TARGET_AUDIT_ONLY,Full-day target distribution for regime-design diagnosis; not a CP feature.,EXPERIMENT_ONLY
