stratum_type,stratum_value,k,cluster_id,n_rows,wind_dir_deg_mean,wind_speed_mean,qnh_hpa_mean,relh_mean,dewpoint_depression_mean,precip_pre_cp_sum_mean,cloud_cover_score_mean,temp_slope_pre_cp_mean,tmax_anomaly_mean,remaining_warming_mean,dominant_current_regime
month,4,5,2,311,184.1858434970161,10.932494460143834,1020.8952771018318,91.54237263747243,1.3868835269165523,0.0,2.6598313492211525,-0.0521584933127017,-0.943459579432606,1.3504823151125402,southerly_disrupted
month,4,5,3,437,21.202429138914997,7.975602591535086,1018.5860650733873,84.65954184516856,2.584700158727619,0.0,1.9055951748343074,0.22471081117256517,0.8603106457949397,2.9725400457665905,southerly_disrupted
month,4,5,4,268,142.7869238771339,9.978251970466111,1020.6077073710774,77.17022902302124,3.994864675856774,0.0,2.064595827770184,-0.03349322445414706,-1.298045172368249,1.8544776119402986,southerly_disrupted
month,4,6,0,172,346.0988603728974,15.89002158210007,1010.5756042724548,69.19873927501763,5.714811633779657,0.0,1.5891008232823247,0.021928553143003425,0.1386087672360551,1.5465116279069768,southerly_disrupted
month,4,6,1,351,0.09556339766620112,17.021136709270127,1011.7803832400826,81.3772157396244,3.241811817745241,0.0,2.2528228178477314,0.05889729627446682,1.492978342535862,1.5071225071225072,southerly_disrupted
month,4,6,2,218,178.63191090026777,18.24023108467324,1016.178486232363,79.50833895249299,3.5281497487042546,0.0,1.8401868199330202,-0.055597173441728806,-2.7416984655354426,0.908256880733945,southerly_disrupted
month,4,6,3,246,186.85907388661042,10.83822731428212,1023.3215709224912,91.74751184865995,1.3516548574753853,0.0,2.7801484207953666,-0.05124136469322113,-1.0133103100942555,1.3739837398373984,southerly_disrupted
month,4,6,4,396,21.205504351881263,7.1625219545723935,1018.5191064956684,86.99734907954884,2.1577439249937256,0.0,1.966864209926296,0.18536579178312843,0.7756771252346457,3.0353535353535355,southerly_disrupted
month,4,6,5,225,72.1697707303138,8.220939393939394,1020.4368602921663,75.11500256453424,4.395517396184064,0.0,2.086390578996358,0.08866391613468384,-0.37038348082596045,2.311111111111111,southerly_disrupted
month,5,2,0,696,325.07037433115556,17.449144034027302,1012.2605262468768,74.35859751756496,4.5477294002256965,0.0,1.9441418663544876,-0.01738922523763452,-0.5702180960801643,1.1824712643678161,southerly_disrupted
month,5,2,1,999,24.363259406974993,9.689756870639224,1018.7095090263334,85.95525259387016,2.3320076137370602,0.0,2.188088485517106,0.07343580350531019,0.3049588049588061,2.315315315315315,southerly_disrupted
month,5,3,0,475,323.13018136350775,16.376680458109412,1013.4807022901545,71.00912549190622,5.197896323554056,0.0,1.7476006035497642,-0.0052819920705545215,-0.9364552406657655,1.3136842105263158,southerly_disrupted
month,5,3,1,463,345.63284852578454,17.584591574616915,1011.7654371126206,84.32275473605598,2.6558646442506415,0.0,2.4964262255474496,-0.03530823845118826,0.5085100884236959,0.9568034557235421,southerly_disrupted
month,5,3,2,757,28.26167619926314,7.799316043331549,1020.3083154744605,85.66989585475844,2.3728258714718424,0.0,2.051608331439505,0.10583372202486767,0.15476634036739825,2.7331571994715986,southerly_disrupted
month,5,4,0,321,296.05875663585925,17.523369428129488,1010.4251375575416,69.68231327479425,5.480532883946414,0.0,1.686633907952012,-0.0450969096900464,-1.0899033469126913,1.2087227414330217,southerly_disrupted
month,5,4,1,394,340.18745097691846,17.78302277869342,1009.6414292132731,84.92659292061728,2.546839722056008,0.0,2.5126855776073533,-0.04168982728352375,0.4439455073972848,0.8604060913705583,southerly_disrupted
month,5,4,2,472,39.086039631165505,12.604059421899487,1021.8686716368758,77.81250563569506,3.8228128842094513,0.0,2.0728399579877217,0.08398926809796176,-0.10116978125452634,1.8114406779661016,southerly_disrupted
month,5,4,3,508,25.9950912905358,6.385910931260341,1019.206536430172,88.71314642031743,1.8264206320800807,0.0,2.026053294909872,0.10338274085509166,0.25684770172959226,3.059055118110236,southerly_disrupted
month,5,5,0,235,335.69154583889537,16.114114576002134,1009.3670290939009,67.4109328371288,5.973516863454779,0.0,1.677411485947979,-0.037983441000370065,-0.7263320603746116,1.2553191489361701,southerly_disrupted
month,5,5,1,413,358.89642501882986,16.861348233068973,1013.0905688681521,80.7948445658098,3.323239174690647,0.0,2.4595716012752495,0.04411030658060246,1.8712878458641176,1.3438256658595642,southerly_disrupted
month,5,5,2,331,178.01247262397132,17.239272203806802,1019.1805827658915,79.60102414410797,3.478293185220898,0.0,2.04313717045506,-0.037228168651944935,-2.331538719756241,0.9577039274924471,southerly_disrupted
month,5,5,3,418,24.969272477255924,8.273621874117657,1023.0701861900425,85.51345036452958,2.387880940934328,0.0,2.205673140445553,0.23879362246031624,0.3980902138796883,2.7966507177033493,southerly_disrupted
month,5,5,4,298,31.937704773973405,6.407867694605258,1012.162276116013,88.32375821148888,1.909972312089367,0.0,1.7811362059160853,-0.11921205171445978,-0.2987724430677444,2.684563758389262,southerly_disrupted
month,5,6,0,204,337.57933242160914,16.46661446496973,1009.7799454059082,66.66982418154457,6.137153477614005,0.0,1.7739971183896472,-0.04944057178850477,-0.5752890899949711,1.3431372549019607,southerly_disrupted
month,5,6,1,307,354.0238883449242,17.327065215645785,1011.9644486183272,83.29935188002567,2.860602277044351,0.0,2.66457369005107,-0.006995000015945752,1.917829004148223,1.1237785016286646,southerly_disrupted
month,5,6,2,269,181.67864280051575,19.640638200406062,1015.9555963625436,78.98015691095881,3.591549673936423,0.0,1.9564123000153422,-0.05098956171308991,-2.606249801417087,0.8327137546468402,southerly_disrupted
month,5,6,3,221,76.85809815714258,7.414020783138431,1023.046902382888,84.62522797137505,2.553724951519069,0.0,1.980111283395854,-0.19778955640365214,-0.5930115635997979,2.3755656108597285,southerly_disrupted
month,5,6,4,334,17.489702472316015,12.049498253971198,1017.8774439336634,78.1907020873683,3.753713240828329,0.0,1.8993277438739844,0.19991689921057193,0.6083729975945551,2.032934131736527,southerly_disrupted
month,5,6,5,360,24.35030545364618,6.110306398848066,1017.2206779847652,89.96056657054366,1.6124187810646144,0.0,2.11346842285729,0.17818957865516355,0.18141025641025707,3.025,southerly_disrupted
month,6,2,0,593,207.87448313415481,16.8759940327561,1012.5338701215114,74.59716415834437,4.457293897722087,0.0,1.7485012740690435,-0.03459930494490036,-0.6069167611201718,0.984822934232715,southerly_disrupted
