month,cp,wind_sector,n_obs,n_days,mean_tmax_anomaly,mean_remaining_warming,mean_sknt,underpowered_n_lt_30
8,20:00,N,3256,339,0.9982386881263285,2.953009828009828,11.885135135135135,false
8,20:00,NE,1010,233,0.13845811547446873,4.4485148514851485,5.855445544554455,false
8,20:00,NW,215,87,0.6238829370263914,1.7395348837209301,11.43720930232558,false
8,20:00,S,1414,147,-2.162107655388332,1.1944837340876946,18.775106082036775,false
8,20:00,SE,261,65,-1.3827284859442939,2.003831417624521,9.551724137931034,false
8,20:00,SW,145,49,-1.2455637349864392,1.889655172413793,16.420689655172414,false
8,20:00,W,35,20,-0.6751203852327448,2.2,6.6,false
8,21:00,E,141,68,-0.18960873376364656,3.1702127659574466,3.2056737588652484,false
8,21:00,N,3671,343,0.9944986364429371,2.6883682920185237,11.919912830291473,false
8,21:00,NE,1136,241,0.15438162683968978,4.014964788732394,5.931338028169014,false
8,21:00,NW,239,92,0.6690517606130412,1.5648535564853556,11.435146443514645,false
8,21:00,S,1594,154,-2.1633978543132253,1.156210790464241,18.888958594730237,false
8,21:00,SE,292,70,-1.3755117746652301,1.86986301369863,9.438356164383562,false
8,21:00,SW,159,56,-1.161373754504982,1.8679245283018868,16.0125786163522,false
8,21:00,W,44,26,-0.6725229826353423,2.0454545454545454,6.681818181818182,false
8,22:00,E,148,69,-0.19770725781961743,2.574324324324324,3.2027027027027026,false
8,22:00,N,4103,348,0.9806576169259543,2.0541067511576894,11.969534486960761,false
8,22:00,NE,1229,250,0.16281986816723193,2.9381611065907243,6.0553295362082995,false
8,22:00,NW,270,101,0.7560965459841864,1.337037037037037,11.507407407407408,false
8,22:00,S,1777,165,-2.1532617149216264,0.960045019696117,18.905458638154194,false
8,22:00,SE,325,75,-1.3595159896283493,1.5723076923076924,9.430769230769231,false
8,22:00,SW,173,59,-1.1197116321361305,1.6358381502890174,16.07514450867052,false
8,22:00,W,53,31,-0.6519397922408311,1.849056603773585,6.528301886792453,false
8,23:00,E,155,71,-0.19862268938021024,1.793548387096774,3.3096774193548386,false
8,23:00,N,4532,352,0.9797276793240576,1.424315975286849,12.092453662842013,false
8,23:00,NE,1310,252,0.1720988077879749,1.9267175572519084,6.134351145038168,false
8,23:00,NW,300,108,0.798689138576779,0.9933333333333333,11.653333333333334,false
8,23:00,S,1979,173,-2.133086168817528,0.7791814047498736,18.821121778676098,false
8,23:00,SE,350,78,-1.412263242375602,1.1371428571428572,9.585714285714285,false
8,23:00,SW,201,70,-1.1582760355525743,1.2935323383084578,15.497512437810945,false
8,23:00,W,57,34,-0.6214863000197123,1.5087719298245614,6.473684210526316,false
9,20:00,E,126,63,0.059682539682540246,4.0476190476190474,3.007936507936508,false
9,20:00,N,3248,337,1.036557197591681,2.939347290640394,13.938731527093596,false
9,20:00,NE,881,194,0.5254231302812467,4.720771850170261,6.248581157775256,false
9,20:00,NW,336,115,0.6172222222222228,1.7797619047619047,12.657738095238095,false
9,20:00,S,1412,160,-2.2542367012905253,1.5630311614730878,18.19971671388102,false
9,20:00,SE,328,81,-1.3949728997289967,2.5030487804878048,10.893292682926829,false
9,20:00,SW,107,52,-0.5942263759086184,2.2616822429906542,10.467289719626168,false
9,20:00,W,77,37,-0.10193362193362138,2.3506493506493507,8.753246753246753,false
9,20:00,unknown,4,1,-4.257777777777777,0.0,2.5,true
9,21:00,E,137,65,0.004995944849960009,3.3795620437956204,3.0364963503649633,false
9,21:00,N,3673,341,1.0376210787427782,2.404029403757147,13.95997821943915,false
9,21:00,NE,974,201,0.519429614419348,3.773100616016427,6.386036960985626,false
9,21:00,NW,371,123,0.6451871817909559,1.568733153638814,12.644204851752022,false
9,21:00,S,1577,162,-2.2691918551398573,1.4299302473050095,18.218135700697527,false
9,21:00,SE,378,86,-1.4085714285714281,2.238095238095238,10.97883597883598,false
9,21:00,SW,125,60,-0.4897777777777772,2.2,10.264,false
9,21:00,W,85,39,-0.18718954248365957,2.1058823529411765,8.670588235294117,false
9,21:00,unknown,4,1,-4.257777777777777,0.0,2.5,true
9,22:00,E,145,72,-0.01639846743294963,2.4413793103448276,3.117241379310345,false
9,22:00,N,4108,345,1.0455328356594185,1.7738558909444986,14.084956183057448,false
9,22:00,NE,1030,202,0.5169795037756209,2.5893203883495146,6.535922330097088,false
9,22:00,NW,413,132,0.6647403820285182,1.3002421307506054,12.535108958837773,false
9,22:00,S,1770,176,-2.260037664783427,1.272316384180791,18.084180790960453,false
9,22:00,SE,420,92,-1.4292063492063487,1.6738095238095239,11.08095238095238,false
9,22:00,SW,147,65,-0.4618594104308384,1.8503401360544218,10.414965986394558,false
9,22:00,W,93,44,-0.2577777777777772,1.6881720430107527,8.591397849462366,false
9,22:00,unknown,4,1,-4.257777777777777,0.0,2.5,true
9,23:00,E,151,74,-0.032612214863869934,1.5894039735099337,3.165562913907285,false
9,23:00,N,4524,345,1.0631771293840266,1.2166224580017684,14.269009725906278,false
9,23:00,NE,1066,209,0.5039483010214724,1.5590994371482176,6.619136960600375,false
9,23:00,NW,452,141,0.7068239921337273,0.922566371681416,12.694690265486726,false
9,23:00,S,2000,197,-2.2232777777777772,0.97,17.7745,false
9,23:00,SE,457,96,-1.424079747143204,1.1181619256017505,11.214442013129103,false
9,23:00,SW,172,77,-0.48452196382428886,1.2906976744186047,10.325581395348838,false
9,23:00,W,104,50,-0.3250854700854695,1.0865384615384615,8.48076923076923,false
9,23:00,unknown,4,1,-4.257777777777777,0.0,2.5,true
10,20:00,E,118,49,-0.6799751607247227,3.805084745762712,3.2796610169491527,false
10,20:00,N,4623,398,0.7501384568909572,2.9035258490157907,14.303698896820247,false
10,20:00,NE,893,203,0.26290448700621666,4.217245240761478,6.696528555431131,false
10,20:00,NW,369,110,-0.02605480796187303,1.7018970189701896,13.433604336043361,false
10,20:00,S,1141,143,-2.2818780410408297,1.9851007887817704,15.740578439964944,false
10,20:00,SE,362,70,-1.5018217755763006,2.953038674033149,8.726519337016574,false
10,20:00,SW,119,51,-1.1195849029266882,2.403361344537815,11.260504201680673,false
10,20:00,W,57,33,-0.5373941318814279,2.526315789473684,7.842105263157895,false
10,21:00,E,124,53,-0.6951473859844275,3.0,3.2983870967741935,false
10,21:00,N,5152,399,0.7624825979867206,2.2327251552795033,14.447010869565217,false
10,21:00,NE,954,207,0.24441100990385278,3.079664570230608,6.772536687631027,false
10,21:00,NW,414,120,0.018542811927369344,1.4806763285024154,13.620772946859903,false
10,21:00,S,1292,150,-2.2791381979288996,1.7438080495356036,15.680340557275542,false
10,21:00,SE,396,75,-1.5667668059909443,2.351010101010101,8.777777777777779,false
10,21:00,SW,145,61,-1.0556034482758625,1.910344827586207,10.668965517241379,false
10,21:00,W,65,40,-0.4858421750663133,2.2153846153846155,7.476923076923077,false
10,22:00,E,134,58,-0.6950270200720539,1.992537313432836,3.4402985074626864,false
10,22:00,N,5687,401,0.7771706341747359,1.6367153156321435,14.621944786354844,false
10,22:00,NE,981,209,0.23072647544729133,2.126401630988787,6.801223241590214,false
10,22:00,NW,458,124,0.07196770064749256,1.1441048034934498,13.87117903930131,false
10,22:00,S,1467,161,-2.2593831535152673,1.334696659850034,15.493524199045671,false
10,22:00,SE,424,78,-1.6043835393623946,1.625,8.915094339622641,false
10,22:00,SW,170,74,-1.017063894523327,1.576470588235294,10.3,false
10,22:00,W,77,46,-0.6688591580832963,1.5194805194805194,7.5064935064935066,false
10,23:00,E,142,60,-0.7470556095191844,1.3098591549295775,3.6338028169014085,false
10,23:00,N,6216,402,0.7936276794035412,1.111164736164736,14.862290862290862,false
10,23:00,NE,997,210,0.2150913948742777,1.4002006018054163,6.796389167502507,false
10,23:00,NW,497,134,0.12316571844862247,0.9114688128772636,14.030181086519114,false
10,23:00,S,1660,175,-2.2260646032405487,0.9921686746987952,15.29578313253012,false
10,23:00,SE,453,83,-1.6469561163127049,1.0662251655629138,9.19205298013245,false
10,23:00,SW,203,82,-0.9639778325123155,1.3201970443349753,10.068965517241379,false
